query,numtasks,elapsedTime,duration,schedulerDelayTime,executorRunTime,executorCpuTime,executorDeserializeTime,executorDeserializeCpuTime,resultSerializationTime,jvmGCTime,shuffleFetchWaitTime,shuffleWriteTime,gettingResultTime,resultSize,diskBytesSpilled,memoryBytesSpilled,peakExecutionMemory,recordsRead,bytesRead,recordsWritten,bytesWritten,shuffleRecordsRead,shuffleTotalBlocksFetched,shuffleLocalBlocksFetched,shuffleRemoteBlocksFetched,shuffleTotalBytesRead,shuffleLocalBytesRead,shuffleRemoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleBytesWritten,shuffleRecordsWritten,executorTimeRatio,cpuTimeRatio,ioTimeRatio,jvmGCRatio,shuffleFetchWaitTimeRatio,totalBytesRead,totalBytesWritten,diskBytesSpilledRatio,memoryBytesSpilledRatio,totalBytesIORatio,shuffleBytesIORatio,elapsedTime_minutes,peakExecutionMemory_GB,totalBytesRead_GB,totalBytesWritten_GB,shuffleTotalBytesRead_GB,shuffleBytesWritten_GB
q82,13696,76071,24002959,341733,21697867,3698844,1962676,486329,683,851045,0,146033,0,10347,0,0,3221553152,8675984124,34822418344,27,4245,1170418574,33567,1846,31721,5776426092,319213694,5457212398,0,40551755488,8639913154,0.903966340149979,0.17047039692887786,0.8295296030711221,0.0392225189692609,0.0,40598844436,40551759733,0.0,0.0,1.0011611013507185,0.14244577139722964,1.268,3.0,37.811,37.767,5.38,37.767
q83,16142,60148,25407257,307327,22899045,1372659,2200046,534675,812,875091,16,3164,27,2748732,0,0,403636224,1472622757,7285456815,100,6971,7129375,12400,93,12307,83538403,620151,82918252,0,83538403,7129375,0.9012797013073863,0.059943940893604955,0.940056059106395,0.03821517447561678,6.98719095053964e-07,7368995218,83545374,0.0,0.0,88.20350984364497,1.0,1.002,0.376,6.863,0.078,0.078,0.078
q84,16185,49409,17505889,362060,15069827,1536510,2073146,518066,805,614720,5778,42147,51,9701980,0,0,73306376,910934096,3932272334,100,779,862500421,2793,91,2702,5038407798,286556454,4751851344,0,5038407798,862500421,0.8608432853652848,0.10195936555874198,0.898040634441258,0.04079144372393923,0.0003834151513484528,8970680132,5038408577,0.0,0.0,1.7804590467217283,1.0,0.823,0.068,8.355,4.692,4.692,4.692
q85,12063,34429,11964315,248878,10032733,534960,1682136,380641,568,501640,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8385547354779609,0.05332146285563465,0.9466785371443653,0.050000333907022146,0.0,0,0,,,,,0.574,0.0,0.0,0.0,0.0,0.0
q86,13603,46589,16172142,421913,13506092,1362778,2243267,544410,831,816934,65,10213,39,6550632,0,0,91593592,434614353,3494305210,100,3394,86615,52781,414,52367,5830172,45940,5784232,0,5830172,86615,0.8351455237036628,0.10090098601431118,0.8990990139856888,0.060486334611077726,4.812643065070192e-06,3500135382,5833566,0.0,0.0,599.9992769431253,1.0,0.776,0.085,3.26,0.005,0.005,0.005
q87,12063,34007,12067586,245399,10144206,530773,1677368,379369,613,515528,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8406160105260488,0.05232277420233777,0.9476772257976622,0.05081994588832285,0.0,0,0,,,,,0.567,0.0,0.0,0.0,0.0,0.0
q88,21497,113960,75024385,338094,72744016,6401566,1941569,470407,706,1280454,0,1875,0,31525,0,0,173552,69119988350,220126580343,1,2258,9416,9416,72,9344,555395,4248,551147,0,555395,9416,0.9696049624398787,0.08800127284696517,0.9119987271530349,0.0176021901237897,0.0,220127135738,557653,0.0,0.0,394738.5484127226,1.0,1.899,0.0,205.009,0.001,0.001,0.001
q89,13626,48555,16817867,296814,14297986,1363739,2222451,536921,616,1005576,28787,40245,0,374412,0,0,70799216,1650796412,11059023588,100,3491,454162,153611,1213,152398,42102268,330787,41771481,0,42102268,454162,0.850166433115448,0.09537979684691257,0.9046202031530874,0.07032990520483094,0.0020133604830778265,11101125856,42105759,0.0,0.0,263.64863428777045,1.0,0.809,0.066,10.339,0.039,0.039,0.039
q9,29734,172834,129736281,386994,127337452,7465448,2011151,494752,684,1343229,0,2256,0,4033,0,0,0,129598666156,340144797691,1,1538,17655,17655,146,17509,1116918,9118,1107800,0,1116918,17655,0.9815099601937872,0.05862727644338289,0.9413727235566172,0.010548577648624538,0.0,340145914609,1118456,0.0,0.0,304120.9619412833,1.0,2.881,0.0,316.786,0.001,0.001,0.001
q90,14388,53519,21492488,323756,19237692,1315925,1930177,464209,863,647369,0,2106,0,38232,0,0,286944,4320045122,14008262292,1,571,2319,2319,18,2301,136600,1050,135550,0,136600,2319,0.8950891120655738,0.06840347584315208,0.9315965241568479,0.03365107415172257,0.0,14008398892,137171,0.0,0.0,102123.61863659228,1.0,0.892,0.0,13.046,0.0,0.0,0.0
q91,13503,50640,13917208,294751,11734731,1016207,1886898,479928,828,695601,2941,15948,0,898745,0,0,146918240,52797529,553314458,48,71088,41019756,57260,789,56471,988035078,14827360,973207718,0,987395126,41015585,0.8431814053508434,0.0865982356135816,0.9134017643864184,0.05927711508683071,0.0002506235549839191,1541349536,987466214,0.0,0.0,1.5609136942076685,1.0006481214897145,0.844,0.137,1.435,0.92,0.92,0.92
q92,12063,34385,11869161,244197,9951428,540991,1672851,389133,685,514024,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8384272485645784,0.05436315270532028,0.9456368472946797,0.05165329036194605,0.0,0,0,,,,,0.573,0.0,0.0,0.0,0.0,0.0
q93,15000,229076,57977859,344519,55647184,27889718,1985535,495743,621,2472449,377931,1406651,0,9026,0,0,3760193568,9503917218,92951291183,100,1054,9485557568,544400,4230,540170,247489323749,1915081620,245574242129,0,247489323749,9485557568,0.959800602502414,0.5011883081091758,0.4988116918908242,0.044430801745511506,0.006791556604194024,340440614932,247489324803,0.0,0.0,1.3755769676247194,1.0,3.818,3.502,317.06,230.492,230.492,230.492
q94,12063,40415,16794209,238312,14863447,537491,1691803,393920,647,499440,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8850340614434417,0.03616193471137617,0.9638380652886238,0.03360189598011821,0.0,0,0,,,,,0.674,0.0,0.0,0.0,0.0,0.0
q95,12063,33638,11712499,240979,9788463,539210,1682421,390738,636,507856,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835727968898866,0.05508627861187196,0.944913721388128,0.051883119954583265,0.0,0,0,,,,,0.561,0.0,0.0,0.0,0.0,0.0
q96,12063,34892,11955273,252854,10002747,535116,1699164,388352,508,503904,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8366807683939965,0.05349690440036122,0.9465030955996387,0.05037656155853987,0.0,0,0,,,,,0.582,0.0,0.0,0.0,0.0,0.0
q97,14574,89282,29350869,335710,26927463,7224681,2086801,512822,895,3932836,7086,347626,0,8335,0,0,1879048192,2519004968,14060365990,1,1025,2513145212,270603,2109,268494,30242163813,235837739,30006326074,0,30242163813,2513145212,0.9174332453325317,0.2683015848912317,0.7316984151087683,0.14605297201596748,0.00026315141534128186,44302529803,30242164838,0.0,0.0,1.4649258755224037,1.0,1.488,1.75,41.26,28.165,28.165,28.165
q98,14079,56140,16064743,302849,13744874,1119629,2015738,514493,1282,745722,884,16051,0,200771,0,0,218432480,78781110,657360201,53802,5261377,78724758,66289,565,65724,950775661,9246074,941529587,0,933538036,78617215,0.8555925233288824,0.0814579311530975,0.9185420688469025,0.05425455337022369,6.43148856802907e-05,1608135862,938799413,0.0,0.0,1.7129706726819183,1.0184648341420124,0.936,0.203,1.498,0.874,0.885,0.869
q99,12063,39116,16265454,263024,14324429,537074,1677383,390240,618,509512,0,0,0,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880665796355884,0.03749357129697805,0.9625064287030219,0.03556944573497484,0.0,0,0,,,,,0.652,0.0,0.0,0.0,0.0,0.0
